ID=H0502
URL=http://www.indiana.edu/~pietsch/nisdata/9705-total-usage.html
SIZE=219990
DATE=11/07/2002
TIME=17:05:42
DATASET=Biology
HTML=<HTML><HEAD>
<TITLE>World Wide Web Access Statistics for www.indiana.edu</TITLE>
</HEAD><BODY>
<H1>World Wide Web Access Statistics for www.indiana.edu</H1>
<EM>Last updated: Sun, 01 Jun 1997 07:09:13 (Sun, 01 Jun 1997 12:09:13 GMT)</EM>
<UL>
<LI><A HREF="#Daily">Total Transfers by Request Date</A>
<LI><A HREF="#Hourly">Total Transfers by Request Hour</A>
<LI><A HREF="#Domain">Total Transfers by Client Domain</A>
<LI><A HREF="#Subdomain">Total Transfers by Reversed Subdomain</A>
<LI><A HREF="#Archive">Total Transfers by URL/Archive Section</A>
</UL>
<H2>Totals for Summary Period:  May  1 1997 to May 31 1997</H2>
<PRE>
Requests Received During Summary Period           45123
Bytes Transmitted During Summary Period       952718282
Average Requests Received Daily                    1456
Average Bytes Transmitted Daily                30732848
</PRE>
<HR>
<H2><A NAME="Daily">Total Transfers by Request Date</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Date
----- ----- ------------ -------- |------------
 3.73  3.78     35968559     1685 | May  1 1997
 3.26  3.70     35255095     1469 | May  2 1997
 2.22  2.06     19609007     1001 | May  3 1997
 2.95  2.84     27100989     1329 | May  4 1997
 4.06  4.02     38320324     1832 | May  5 1997
 4.20  3.84     36541735     1895 | May  6 1997
 3.81  3.78     36009772     1718 | May  7 1997
 3.66  4.03     38353478     1651 | May  8 1997
 3.52  3.84     36614955     1589 | May  9 1997
 1.94  1.91     18203595      874 | May 10 1997
 2.19  2.30     21884793      987 | May 11 1997
 3.12  3.20     30500619     1407 | May 12 1997
 3.61  3.91     37206181     1631 | May 13 1997
 4.14  4.23     40308818     1868 | May 14 1997
 4.22  3.89     37062312     1902 | May 15 1997
 3.56  3.36     32027142     1605 | May 16 1997
 2.50  2.49     23746034     1128 | May 17 1997
 2.99  2.88     27407034     1348 | May 18 1997
 3.57  3.31     31551543     1612 | May 19 1997
 4.20  3.41     32473813     1893 | May 20 1997
 4.21  4.22     40209871     1898 | May 21 1997
 3.58  3.76     35856074     1615 | May 22 1997
 3.21  3.14     29884776     1450 | May 23 1997
 1.60  1.50     14281969      721 | May 24 1997
 2.75  2.99     28519782     1243 | May 25 1997
 2.86  2.83     26942621     1289 | May 26 1997
 3.66  3.52     33525917     1653 | May 27 1997
 4.01  4.46     42481639     1810 | May 28 1997
 3.92  4.01     38210063     1768 | May 29 1997
 1.93  1.93     18395756      871 | May 30 1997
 0.84  0.87      8264016      381 | May 31 1997
</PRE>
<HR>
<H2><A NAME="Hourly">Total Transfers by Request Hour</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Time
----- ----- ------------ -------- |-----
 3.37  3.13     29787192     1521 |  00
 2.29  2.32     22070203     1032 |  01
 1.64  1.91     18182730      740 |  02
 2.04  2.19     20816923      922 |  03
 1.31  1.27     12129996      592 |  04
 1.50  1.38     13131989      676 |  05
 1.64  1.48     14086820      740 |  06
 3.01  3.34     31863474     1358 |  07
 3.64  4.11     39166271     1642 |  08
 5.11  5.46     52004870     2306 |  09
 5.47  5.69     54222437     2469 |  10
 5.56  6.00     57135861     2511 |  11
 6.49  6.10     58153817     2930 |  12
 5.35  5.08     48352998     2415 |  13
 6.58  5.80     55303444     2971 |  14
 6.28  6.15     58614521     2835 |  15
 5.30  5.34     50832861     2391 |  16
 5.53  5.20     49584166     2495 |  17
 4.69  4.71     44898577     2117 |  18
 4.99  5.28     50268051     2253 |  19
 4.91  4.64     44197609     2216 |  20
 5.14  5.46     52060562     2321 |  21
 4.35  4.52     43076049     1965 |  22
 3.78  3.44     32776861     1705 |  23
</PRE>
<HR>
<H2><A NAME="Domain">Total Transfers by Client Domain</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Domain
----- ----- ------------ -------- |------------------------------------
 0.02  0.02       159003        8 | ae    United Arab Emirates
 0.06  0.04       427730       27 | ar    Argentina
 0.01  0.01       136071        6 | at    Austria
 1.78  2.00     19037199      801 | au    Australia
 0.22  0.19      1843904       99 | be    Belgium
 0.04  0.05       488883       16 | bh    Bahrain
 0.00  0.00         2435        1 | bm    Bermuda
 0.01  0.00        23164        5 | bn    Brunei Darussalam
 0.46  0.39      3718269      207 | br    Brazil
 3.30  3.13     29778564     1489 | ca    Canada
 0.03  0.04       333697       13 | ch    Switzerland
 0.04  0.04       385269       16 | cl    Chile
 0.00  0.00         2435        1 | cn    China
 0.00  0.01        72577        2 | co    Colombia
 0.00  0.00         2435        1 | cu    Cuba
 0.07  0.04       394621       30 | cz    Czech Republic
 0.02  0.01       104208        7 | db    
 0.72  0.80      7629940      323 | de    Germany
 0.35  0.39      3708795      157 | dk    Denmark
 0.01  0.01       123498        4 | do    Dominican Republic
 0.00  0.00        32968        1 | ee    Estonia
 0.02  0.03       246675        8 | eg    Egypt
 0.35  0.36      3470088      158 | es    Spain
 0.21  0.22      2055579       94 | fi    Finland
 0.32  0.34      3249634      145 | fr    France
 0.00  0.02       188616        1 | gb    Great Britain (UK)
 0.11  0.16      1507906       51 | gr    Greece
 0.11  0.08       773613       48 | hk    Hong Kong
 0.01  0.01        52851        3 | hn    Honduras
 0.05  0.03       264236       21 | hr    Croatia (Hrvatska)
 0.03  0.03       283437       15 | hu    Hungary
 0.15  0.22      2097786       68 | id    Indonesia
 0.07  0.04       333456       33 | ie    Ireland
 0.49  0.46      4341933      223 | il    Israel
 0.10  0.07       630230       45 | in    India
 0.01  0.01        48156        6 | is    Iceland
 0.25  0.35      3306328      114 | it    Italy
 0.01  0.01       114735        4 | jm    Jamaica
 0.50  0.45      4309430      224 | jp    Japan
 0.10  0.04       407806       45 | kr    Korea (South)
 0.00  0.00         2435        1 | kw    Kuwait
 0.00  0.00        22505        2 | kz    Kazakhstan
 0.02  0.02       143232       11 | lu    Luxembourg
 0.01  0.00        41186        3 | lv    Latvia
 0.03  0.03       247745       13 | mt    Malta
 0.00  0.00         2435        1 | mu    Mauritius
 0.28  0.27      2548448      125 | mx    Mexico
 0.09  0.07       675497       42 | my    Malaysia
 0.58  0.54      5186704      262 | nl    Netherlands
 0.14  0.12      1168084       65 | no    Norway
 0.47  0.47      4487601      211 | nz    New Zealand (Aotearoa)
 0.01  0.01        47947        5 | ph    Philippines
 0.12  0.09       858327       52 | pl    Poland
 0.08  0.08       752688       34 | pt    Portugal
 0.01  0.00        40536        4 | ro    Romania
 0.10  0.08       775053       43 | ru    Russian Federation
 0.65  0.71      6763816      295 | se    Sweden
 0.38  0.37      3516024      173 | sg    Singapore
 0.06  0.05       473535       26 | si    Slovenia
 0.01  0.03       241058        5 | sk    Slovak Republic
 0.11  0.08       741267       49 | th    Thailand
 0.00  0.00        12348        2 | tr    Turkey
 0.03  0.01        81620       12 | tw    Taiwan
 0.00  0.01        57983        1 | ua    Ukraine
 1.48  1.48     14070181      670 | uk    United Kingdom
 1.93  2.10     19990350      870 | us    United States
 0.05  0.03       292752       22 | uy    Uruguay
 0.01  0.01        86455        3 | ve    Venezuela
 0.01  0.01       139608        3 | yu    Yugoslavia
 0.22  0.23      2169944      101 | za    South Africa
30.14 28.48    271353316    13601 | com   Commercial
10.85 11.46    109209294     4894 | edu   Educational
 0.67  0.94      8954098      302 | gov   Government
 0.03  0.01       139709       13 | int   International
 0.53  0.61      5809172      238 | mil   US Military
17.24 17.10    162948319     7779 | net   Network
 1.05  1.06     10121377      474 | org   Non-Profit Organization
22.60 23.35    222457473    10196 | unresolved 
</PRE>
<HR>
<H2><A NAME="Subdomain">Total Transfers by Reversed Subdomain</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Reversed Subdomain
----- ----- ------------ -------- |------------------------------------
22.60 23.35    222457473    10196 | Unresolved
 0.02  0.02       159003        8 | ae.net.emirates
 0.00  0.01        88167        2 | ar.com.cordoba
 0.04  0.03       310294       20 | ar.com.giga
 0.00  0.00         3345        1 | ar.com.waycom
 0.00  0.00         1630        2 | ar.net.impsat
 0.00  0.00         7699        1 | ar.net.overnet
 0.00  0.00        16595        1 | ar.net.starnet
 0.00  0.00         1730        2 | at.co.planet
 0.01  0.00        15181        3 | at.computerhaus
 0.00  0.01       119160        1 | at.gv.magwien.adv
 0.00  0.03       238320        2 | au.asn.cciwa
 0.00  0.01        71423        1 | au.com.acay
 0.02  0.02       221057       11 | au.com.aceonline
 0.09  0.09       847044       39 | au.com.bhp
 0.02  0.04       337172        7 | au.com.ca
 0.00  0.01       103447        2 | au.com.cia
 0.09  0.07       656667       40 | au.com.connect
