ID=H0164
URL=http://www.indiana.edu/~pietsch/nisdata/199908-total-usage.html
SIZE=273237
DATE=11/07/2002
TIME=17:02:07
DATASET=Biology
HTML=<HTML><HEAD>
<TITLE>World Wide Web Access Statistics for www.indiana.edu</TITLE>
</HEAD><BODY>
<H1>World Wide Web Access Statistics for www.indiana.edu</H1>
<EM>Last updated: Thu, 02 Sep 1999 06:43:33 (Thu, 02 Sep 1999 11:43:33 GMT)</EM>
<UL>
<LI><A HREF="#Daily">Total Transfers by Request Date</A>
<LI><A HREF="#Hourly">Total Transfers by Request Hour</A>
<LI><A HREF="#Domain">Total Transfers by Client Domain</A>
<LI><A HREF="#Subdomain">Total Transfers by Reversed Subdomain</A>
<LI><A HREF="#Archive">Total Transfers by URL/Archive Section</A>
</UL>
<H2>Totals for Summary Period:  Aug  1 1999 to Aug 31 1999</H2>
<PRE>
Requests Received During Summary Period           49934
Bytes Transmitted During Summary Period      1237040129
Average Requests Received Daily                    1611
Average Bytes Transmitted Daily                39904520
</PRE>
<HR>
<H2><A NAME="Daily">Total Transfers by Request Date</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Date
----- ----- ------------ -------- |------------
 1.97  1.98     24439782      982 | Aug  1 1999
 3.00  2.74     33901694     1500 | Aug  2 1999
 2.94  3.09     38245553     1469 | Aug  3 1999
 3.04  3.72     46057776     1518 | Aug  4 1999
 3.79  4.04     50002252     1894 | Aug  5 1999
 2.99  3.07     38013267     1493 | Aug  6 1999
 1.86  1.91     23626961      931 | Aug  7 1999
 2.45  2.49     30846754     1222 | Aug  8 1999
 4.58  4.88     60405575     2287 | Aug  9 1999
 2.91  3.11     38519768     1451 | Aug 10 1999
 3.62  3.29     40739218     1806 | Aug 11 1999
 3.58  3.10     38358142     1787 | Aug 12 1999
 3.79  3.18     39292742     1891 | Aug 13 1999
 3.09  2.43     30048181     1545 | Aug 14 1999
 3.92  3.31     41002025     1956 | Aug 15 1999
 5.64  6.14     75957225     2815 | Aug 16 1999
 4.26  3.77     46600752     2129 | Aug 17 1999
 3.80  4.07     50357270     1896 | Aug 18 1999
 2.63  2.31     28549785     1311 | Aug 19 1999
 3.10  2.92     36066215     1550 | Aug 20 1999
 1.54  1.61     19966431      770 | Aug 21 1999
 2.15  2.43     30119081     1073 | Aug 22 1999
