ID=H0525
URL=http://www.indiana.edu/~pietsch/nisdata/199806-total-usage.html
SIZE=212023
DATE=11/07/2002
TIME=17:05:56
DATASET=Biology
HTML=<HTML><HEAD>
<TITLE>World Wide Web Access Statistics for www.indiana.edu</TITLE>
</HEAD><BODY>
<H1>World Wide Web Access Statistics for www.indiana.edu</H1>
<EM>Last updated: Mon, 06 Jul 1998 11:39:29 (Mon, 06 Jul 1998 16:39:29 GMT)</EM>
<UL>
<LI><A HREF="#Daily">Total Transfers by Request Date</A>
<LI><A HREF="#Hourly">Total Transfers by Request Hour</A>
<LI><A HREF="#Domain">Total Transfers by Client Domain</A>
<LI><A HREF="#Subdomain">Total Transfers by Reversed Subdomain</A>
<LI><A HREF="#Archive">Total Transfers by URL/Archive Section</A>
</UL>
<H2>Totals for Summary Period:  Jun  1 1998 to Jun 30 1998</H2>
<PRE>
Requests Received During Summary Period           30601
Bytes Transmitted During Summary Period       805817255
Average Requests Received Daily                    1020
Average Bytes Transmitted Daily                26860575
</PRE>
<HR>
<H2><A NAME="Daily">Total Transfers by Request Date</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Date
----- ----- ------------ -------- |------------
 4.66  4.31     34755921     1427 | Jun  1 1998
 4.02  3.96     31875168     1230 | Jun  2 1998
 3.74  4.38     35299190     1143 | Jun  3 1998
 4.05  4.22     34016369     1238 | Jun  4 1998
 3.52  3.72     29963689     1077 | Jun  5 1998
 1.82  1.77     14243147      558 | Jun  6 1998
 2.18  2.38     19178747      666 | Jun  7 1998
 3.22  3.65     29450751      986 | Jun  8 1998
 4.49  4.32     34785560     1374 | Jun  9 1998
 3.55  3.73     30016744     1085 | Jun 10 1998
 3.33  3.09     24901762     1020 | Jun 11 1998
 3.78  3.92     31597397     1157 | Jun 12 1998
 1.96  1.91     15399434      600 | Jun 13 1998
 2.95  2.61     20996337      902 | Jun 14 1998
 4.21  4.33     34880288     1288 | Jun 15 1998
 4.04  3.98     32077761     1235 | Jun 16 1998
 3.98  3.43     27634068     1217 | Jun 17 1998
 3.25  2.96     23829497      995 | Jun 18 1998
 4.24  4.23     34114187     1297 | Jun 19 1998
 3.70  4.38     35293629     1132 | Jun 20 1998
 2.58  2.41     19404145      790 | Jun 21 1998
 3.59  3.51     28263364     1098 | Jun 22 1998
 2.84  2.65     21391254      869 | Jun 23 1998
 3.41  3.23     26029444     1043 | Jun 24 1998
 3.96  4.43     35667821     1213 | Jun 25 1998
 2.75  2.20     17744010      842 | Jun 26 1998
 1.58  1.57     12652895      483 | Jun 27 1998
 1.89  2.14     17215456      579 | Jun 28 1998
 3.65  3.43     27664714     1116 | Jun 29 1998
 3.08  3.16     25474506      941 | Jun 30 1998
</PRE>
<HR>
<H2><A NAME="Hourly">Total Transfers by Request Hour</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Time
----- ----- ------------ -------- |-----
 2.36  1.96     15757956      721 |  00
 2.10  2.00     16079510      642 |  01
 2.17  2.15     17305269      664 |  02
 2.36  2.52     20327532      723 |  03
 1.79  1.72     13856454      547 |  04
 1.85  1.93     15579848      567 |  05
 2.52  2.85     22961282      772 |  06
 2.81  2.75     22124172      861 |  07
 3.91  4.02     32401546     1195 |  08
 6.11  6.39     51521657     1869 |  09
 5.67  5.69     45862608     1735 |  10
 5.66  5.89     47441758     1731 |  11
 6.30  6.34     51083851     1927 |  12
 5.18  5.23     42184500     1584 |  13
 5.59  4.95     39854608     1710 |  14
 6.56  6.72     54153340     2007 |  15
 6.44  6.49     52322038     1972 |  16
 4.26  4.70     37858498     1304 |  17
 4.02  4.13     33269408     1230 |  18
 5.40  5.16     41552311     1653 |  19
 4.47  4.22     34019576     1369 |  20
 4.59  5.24     42245857     1404 |  21
 4.41  3.82     30781135     1350 |  22
 3.48  3.14     25272541     1064 |  23
</PRE>
<HR>
<H2><A NAME="Domain">Total Transfers by Client Domain</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Domain
----- ----- ------------ -------- |------------------------------------
 0.01  0.01        45681        3 | ae    United Arab Emirates
 0.15  0.21      1658703       46 | ar    Argentina
 0.22  0.17      1385138       66 | at    Austria
 2.34  2.57     20691571      717 | au    Australia
 0.54  0.60      4861614      164 | be    Belgium
 0.01  0.00        19110        4 | bg    Bulgaria
 0.00  0.00         1564        1 | bh    Bahrain
 0.01  0.00        15110        2 | bm    Bermuda
 0.01  0.04       333851        2 | bo    Bolivia
 0.17  0.14      1093070       53 | br    Brazil
 2.60  2.78     22372267      797 | ca    Canada
 0.20  0.26      2068156       62 | ch    Switzerland
 0.07  0.08       639299       22 | cl    Chile
 0.04  0.04       324809       11 | co    Colombia
 0.01  0.01        90043        4 | cr    Costa Rica
 0.01  0.04       354382        2 | cy    Cyprus
 0.29  0.31      2500571       89 | cz    Czech Republic
 1.04  1.07      8615709      317 | de    Germany
 0.26  0.25      2053595       80 | dk    Denmark
 0.03  0.03       209009        9 | do    Dominican Republic
 0.01  0.06       449283        2 | eg    Egypt
 0.12  0.16      1271758       38 | es    Spain
 0.16  0.09       712927       48 | fi    Finland
 0.65  0.65      5205154      200 | fr    France
 0.15  0.12       940295       46 | gr    Greece
 0.01  0.01        50271        4 | gt    Guatemala
 0.07  0.07       595201       20 | hk    Hong Kong
 0.08  0.05       408353       24 | hr    Croatia (Hrvatska)
 0.05  0.04       354881       16 | hu    Hungary
 0.01  0.01        49455        4 | id    Indonesia
 0.46  0.32      2590549      140 | ie    Ireland
 1.86  2.43     19619878      570 | il    Israel
 0.56  1.09      8749392      172 | in    India
 0.00  0.00        32968        1 | is    Iceland
 0.27  0.48      3894099       84 | it    Italy
 0.82  0.83      6660609      252 | jp    Japan
 0.08  0.10       835890       26 | kr    Korea (South)
 0.01  0.00         4870        2 | lt    Lithuania
 0.00  0.00         2435        1 | mk    Macedonia
 0.02  0.03       271233        7 | mu    Mauritius
 0.00  0.00         2435        1 | mv    Maldives
 0.45  0.48      3884100      137 | mx    Mexico
 0.21  0.15      1208025       63 | my    Malaysia
 0.04  0.04       299227       13 | mz    Mozambique
 0.82  1.13      9104033      250 | nl    Netherlands
 0.17  0.18      1416467       52 | no    Norway
 0.40  0.40      3253703      122 | nz    New Zealand (Aotearoa)
 0.01  0.01       108810        3 | ph    Philippines
 0.01  0.00        17546        3 | pk    Pakistan
 0.05  0.06       504516       16 | pl    Poland
 0.40  0.41      3273166      123 | pt    Portugal
 0.19  0.18      1473735       58 | ro    Romania
 0.14  0.17      1339825       43 | ru    Russian Federation
 0.23  0.25      2051375       70 | se    Sweden
 0.36  0.30      2378940      111 | sg    Singapore
 0.21  0.16      1319631       64 | si    Slovenia
 0.02  0.03       255177        5 | sk    Slovak Republic
 0.03  0.03       273850        9 | su    USSR (former)
 0.06  0.04       304821       17 | th    Thailand
 0.05  0.06       459761       14 | tr    Turkey
 0.00  0.01        41534        1 | tt    Trinidad and Tobago
 0.08  0.07       552978       23 | tw    Taiwan
 0.07  0.07       579731       21 | ua    Ukraine
 2.46  1.87     15092762      753 | uk    United Kingdom
 1.65  1.72     13871430      506 | us    United States
 0.01  0.02       132046        3 | uy    Uruguay
 0.06  0.03       277087       18 | ve    Venezuela
 0.00  0.01        80630        1 | yu    Yugoslavia
 0.14  0.09       762317       42 | za    South Africa
27.87 27.69    223094668     8529 | com   Commercial
 8.65  8.61     69396991     2647 | edu   Educational
 0.51  0.47      3797406      157 | gov   Government
 0.26  0.18      1478915       80 | mil   US Military
20.01 18.66    150348406     6124 | net   Network
 1.20  1.18      9523798      367 | org   Non-Profit Organization
 0.00  0.00         2435        1 | noname 
19.75 20.08    161807114     6044 | unresolved 
 0.01  0.00        15111        2 | 6-240-77-195 
</PRE>
<HR>
<H2><A NAME="Subdomain">Total Transfers by Reversed Subdomain</A></H2>
<PRE>
%Reqs %Byte  Bytes Sent  Requests   Reversed Subdomain
----- ----- ------------ -------- |------------------------------------
 0.01  0.00        15111        2 | 6-240-77-195
19.75 20.08    161807114     6044 | Unresolved
 0.01  0.01        45681        3 | ae.net.emirates
 0.06  0.06       521297       17 | ar.com.datamarkets
 0.00  0.00        37921        1 | ar.com.fibertel
 0.01  0.02       150142        3 | ar.com.pecom
 0.02  0.02       139712        5 | ar.com.sminter
 0.03  0.03       207674        9 | ar.net.comsat
 0.03  0.02       157932        8 | ar.net.impsat
 0.00  0.03       220300        1 | ar.net.impsat.11.19.41
 0.00  0.03       220300        1 | ar.net.impsat.242.95.32
 0.00  0.00         3425        1 | ar.uba
 0.02  0.01        94526        6 | at.ac.kfunigraz
 0.00  0.00         3425        1 | at.ac.tuwien.ben
 0.00  0.01        61975        1 | at.ac.uibk
 0.01  0.01        74932        2 | at.ac.uni-linz.raab-heim
 0.00  0.00        17492        1 | at.ac.univie
 0.01  0.02       152799        3 | at.ac.wu-wien
 0.02  0.01        52867        6 | at.inode
 0.01  0.02       150394        4 | at.netway
 0.00  0.03       206733        1 | at.ooenet
 0.00  0.00         1564        1 | at.telekabel
 0.13  0.07       568431       40 | at.telekom.highway
 0.03  0.03       256068       10 | au.com
 0.00  0.00         2435        1 | au.com.acay
 0.04  0.03       280834       12 | au.com.alphalink
 0.02  0.01       105581        5 | au.com.ans
 0.06  0.03       256243       17 | au.com.beyond
 0.01  0.00        34626        4 | au.com.bhp
 0.01  0.00        15111        2 | au.com.btal
 0.01  0.00        15111        2 | au.com.ca
 0.01  0.01        42072        2 | au.com.citec
 0.00  0.00         2435        1 | au.com.commbank
 0.01  0.01        51152        3 | au.com.comtech
 0.10  0.08       627079       32 | au.com.connect
 0.00  0.00         1564        1 | au.com.corplink.bris
 0.00  0.02       147649        1 | au.com.csipl
 0.00  0.00         3048        1 | au.com.csr
 0.00  0.00        37921        1 | au.com.dynamite
 0.00  0.01        80630        1 | au.com.gil.ipswich
 0.01  0.00        20046        3 | au.com.interworx
 0.01  0.00        15111        2 | au.com.localnet
 0.00  0.00          100        1 | au.com.midcoast
 0.04  0.02       142544       12 | au.com.mpx
 0.01  0.01        68766        3 | au.com.omen
 0.10  0.10       805063       31 | au.com.onthenet
 0.10  0.09       746164       32 | au.com.ozemail
 0.00  0.00         2435        1 | au.com.ozemail.unit21
 0.01  0.01        46968        2 | au.com.pnc
 0.01  0.00        39944        4 | au.com.prides
 0.02  0.01       111841        5 | au.com.sealcorp
 0.02  0.02       157816        5 | au.com.senet
 0.01  0.00        15111        2 | au.com.southwest
 0.00  0.01        64840        1 | au.com.starwon
 0.02  0.03       280399        7 | au.com.tig
 0.01  0.01        74932        2 | au.com.tig.syd
 0.00  0.03       219937        1 | au.com.tpgi
 0.00  0.01        64840        1 | au.com.wantree.per
 0.00  0.03       220300        1 | au.com.westpac
 0.07  0.08       682967       21 | au.com.zip
 0.00  0.00        10175        1 | au.csiro.cmis.vic
 0.04  0.05       436269       12 | au.edu.adelaide.services
 0.00  0.00         2435        1 | au.edu.cowan.stu.bugt52
 0.08  0.10       781966       24 | au.edu.csu.mit
 0.00  0.04       350779        1 | au.edu.gu.itc
 0.03  0.03       235777       10 | au.edu.monash
 0.02  0.01        71821        7 | au.edu.monash.adm
 0.00  0.00         2435        1 | au.edu.mq.ocs
 0.01  0.01        54748        3 | au.edu.nch
 0.00  0.00         2435        1 | au.edu.rmit.py
 0.01  0.01        51153        3 | au.edu.sa.standrews
 0.01  0.00        20046        3 | au.edu.scu
 0.01  0.00        36736        4 | au.edu.swin.cc
 0.03  0.04       338751        9 | au.edu.unimelb.medoto
 0.00  0.04       350779        1 | au.edu.unsw.uwn
 0.03  0.03       204249        8 | au.edu.uow.its
 0.01  0.02       139292        3 | au.edu.usyd.ucc
 0.10  0.15      1245761       31 | au.edu.uwa
 0.00  0.01       119160        1 | au.edu.uwa.anri
 0.01  0.00        15110        2 | au.edu.uws.macarthur
 0.00  0.04       350779        1 | au.edu.uws.nepean
 0.00  0.01       103379        1 | au.gov.ausport
 0.00  0.01        64840        1 | au.gov.nsw.health.dmz
 0.01  0.00        20046        3 | au.net.albury
 0.02  0.01        62113        7 | au.net.aone.melbourne
 0.13  0.17      1381903       41 | au.net.aone.syd
 0.00  0.00        10175        1 | au.net.att.syd-gw
 0.01  0.00        18747        3 | au.net.beyond
 0.00  0.02       165662        1 | au.net.branch
 0.01  0.01        60969        2 | au.net.camtech
 0.00  0.03       220300        1 | au.net.carno
 0.00  0.01       103379        1 | au.net.eis
 0.18  0.19      1540826       54 | au.net.fan
 0.01  0.02       171159        4 | au.net.hotkey
 0.01  0.01        51336        2 | au.net.hotkey.vic
 0.00  0.01        42494        1 | au.net.hunterlink
 0.05  0.08       652563       15 | au.net.iinet
 0.03  0.01       110342        8 | au.net.iinet.nv
 0.03  0.05       432700       10 | au.net.internex
 0.01  0.00        20046        3 | au.net.ip.syd
 0.00  0.01        41160        1 | au.net.labyrinth
 0.03  0.05       412301        8 | au.net.lis
 0.01  0.00        19904        2 | au.net.mpx.gw
 0.08  0.14      1110419       23 | au.net.mpx.mel
 0.06  0.04       300712       19 | au.net.netconnect
 0.03  0.03       219360       10 | au.net.octa4
